Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);15.573706;
reshape model time (ms);5.584917;
compile model time (ms);1083.668774;
first inference time (ms);658.192607;
total execution time (ms);1604.757016;
total number of iterations;100;
Median latency (ms);16.147516;
Percentile boundary;50;
Average latency (ms);15.737225;
Min latency (ms);8.798750;
Max latency (ms);39.668372;
throughput;62.314730;

