Command line parameters;
cache_dir;./_cache;
d;GPU.0;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.0;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.0 streams;1;

Execution results;
read model time (ms);16.656695;
reshape model time (ms);5.745148;
compile model time (ms);804.781991;
first inference time (ms);647.208404;
total execution time (ms);3154.147243;
total number of iterations;100;
Median latency (ms);31.691393;
Percentile boundary;50;
Average latency (ms);31.301617;
Min latency (ms);14.483454;
Max latency (ms);58.662047;
throughput;31.704290;

