Command line parameters;
cache_dir;./_cache;
d;GPU.0;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.0;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.0 streams;1;

Execution results;
read model time (ms);15.758677;
reshape model time (ms);5.582381;
compile model time (ms);240.337564;
first inference time (ms);80.598578;
total execution time (ms);2389.612727;
total number of iterations;100;
Median latency (ms);24.178233;
Percentile boundary;50;
Average latency (ms);23.654006;
Min latency (ms);14.432401;
Max latency (ms);40.683847;
throughput;41.847785;

