Command line parameters;
cache_dir;./_cache;
d;GPU.0;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.0;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.0 streams;1;

Execution results;
read model time (ms);50.734032;
reshape model time (ms);5.527825;
compile model time (ms);2251.927209;
first inference time (ms);846.690912;
total execution time (ms);3892.619454;
total number of iterations;100;
Median latency (ms);37.688200;
Percentile boundary;50;
Average latency (ms);38.692021;
Min latency (ms);19.876440;
Max latency (ms);76.705530;
throughput;25.689642;

