Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);15.923902;
reshape model time (ms);5.556250;
compile model time (ms);310.004487;
first inference time (ms);37.306667;
total execution time (ms);1085.432114;
total number of iterations;100;
Median latency (ms);10.495816;
Percentile boundary;50;
Average latency (ms);10.803288;
Min latency (ms);6.058612;
Max latency (ms);33.553716;
throughput;92.129207;

