Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;8;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;104;
number of parallel infer requests;8;
duration (ms);0;
number of GPU.1 streams;8;

Execution results;
read model time (ms);16.221914;
reshape model time (ms);5.568055;
compile model time (ms);618.280241;
first inference time (ms);33.940033;
total execution time (ms);512.153148;
total number of iterations;104;
Median latency (ms);29.060943;
Percentile boundary;50;
Average latency (ms);38.720559;
Min latency (ms);9.914333;
Max latency (ms);145.355458;
throughput;203.064260;

