Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);15.253592;
reshape model time (ms);5.353115;
compile model time (ms);452.968257;
first inference time (ms);71.348762;
total execution time (ms);1751.308304;
total number of iterations;100;
Median latency (ms);17.892043;
Percentile boundary;50;
Average latency (ms);17.275261;
Min latency (ms);8.177909;
Max latency (ms);47.647296;
throughput;57.100169;

