Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);50.846376;
reshape model time (ms);6.211093;
compile model time (ms);458.961564;
first inference time (ms);122.142053;
total execution time (ms);1614.951503;
total number of iterations;100;
Median latency (ms);14.728394;
Percentile boundary;50;
Average latency (ms);15.847917;
Min latency (ms);6.549631;
Max latency (ms);127.886380;
throughput;61.921364;

