Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);48.951506;
reshape model time (ms);6.175761;
compile model time (ms);473.471641;
first inference time (ms);128.474172;
total execution time (ms);1880.999926;
total number of iterations;100;
Median latency (ms);18.171293;
Percentile boundary;50;
Average latency (ms);18.511712;
Min latency (ms);8.434024;
Max latency (ms);109.856828;
throughput;53.163213;

