Command line parameters;
cache_dir;./_cache;
d;GPU.0;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.0;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.0 streams;1;

Execution results;
read model time (ms);49.812434;
reshape model time (ms);6.337786;
compile model time (ms);425.266803;
first inference time (ms);126.393219;
total execution time (ms);3305.374721;
total number of iterations;100;
Median latency (ms);31.049729;
Percentile boundary;50;
Average latency (ms);32.880082;
Min latency (ms);16.906042;
Max latency (ms);114.493278;
throughput;30.253756;

