Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;8;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;104;
number of parallel infer requests;8;
duration (ms);0;
number of GPU.1 streams;8;

Execution results;
read model time (ms);15.839253;
reshape model time (ms);5.536925;
compile model time (ms);781.551200;
first inference time (ms);47.350924;
total execution time (ms);650.201866;
total number of iterations;104;
Median latency (ms);37.763866;
Percentile boundary;50;
Average latency (ms);48.541413;
Min latency (ms);16.124833;
Max latency (ms);160.866770;
throughput;159.950325;

