Command line parameters;
cache_dir;./_cache;
d;GPU.0;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.0;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.0 streams;1;

Execution results;
read model time (ms);15.950029;
reshape model time (ms);5.614881;
compile model time (ms);248.882192;
first inference time (ms);78.100545;
total execution time (ms);2374.477200;
total number of iterations;100;
Median latency (ms);23.235280;
Percentile boundary;50;
Average latency (ms);23.632252;
Min latency (ms);13.448907;
Max latency (ms);47.748085;
throughput;42.114534;

