Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;4;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;4;
duration (ms);0;
number of GPU.1 streams;4;

Execution results;
read model time (ms);15.884534;
reshape model time (ms);5.534679;
compile model time (ms);502.111343;
first inference time (ms);40.456411;
total execution time (ms);653.597723;
total number of iterations;100;
Median latency (ms);19.814178;
Percentile boundary;50;
Average latency (ms);25.489386;
Min latency (ms);10.012247;
Max latency (ms);106.470792;
throughput;152.999309;

