Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;4;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;4;
duration (ms);0;
number of GPU.1 streams;4;

Execution results;
read model time (ms);15.959157;
reshape model time (ms);5.565521;
compile model time (ms);500.613675;
first inference time (ms);42.210765;
total execution time (ms);657.503714;
total number of iterations;100;
Median latency (ms);20.359024;
Percentile boundary;50;
Average latency (ms);25.545836;
Min latency (ms);9.970406;
Max latency (ms);96.626042;
throughput;152.090396;

