Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);15.639784;
reshape model time (ms);5.558431;
compile model time (ms);311.193988;
first inference time (ms);38.510393;
total execution time (ms);1208.478531;
total number of iterations;100;
Median latency (ms);11.767863;
Percentile boundary;50;
Average latency (ms);12.067108;
Min latency (ms);7.339430;
Max latency (ms);52.613371;
throughput;82.748677;

