Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);15.648810;
reshape model time (ms);5.595129;
compile model time (ms);332.341567;
first inference time (ms);39.848626;
total execution time (ms);1517.200256;
total number of iterations;100;
Median latency (ms);15.193597;
Percentile boundary;50;
Average latency (ms);14.961810;
Min latency (ms);7.597329;
Max latency (ms);65.197790;
throughput;65.910877;

