Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
niter;100;
nstreams;8;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;104;
number of parallel infer requests;8;
duration (ms);0;
number of GPU.1 streams;8;

Execution results;
read model time (ms);34.132316;
reshape model time (ms);5.560387;
compile model time (ms);1660.064217;
first inference time (ms);701.834395;
total execution time (ms);484.122590;
total number of iterations;104;
Median latency (ms);24.096817;
Percentile boundary;50;
Average latency (ms);36.362196;
Min latency (ms);9.956562;
Max latency (ms);141.114865;
throughput;214.821622;

