Command line parameters;
cache_dir;./_cache;
d;GPU.1;
data_shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];
hint;none;
m;/home/geunhwan/work/model/bert-small-uncased-whole-word-masking-squad-0001/onnx/onnx/FP16/1/dldt/bert-small-uncased-whole-word-masking-squad-0001.xml;
nireq;1;
niter;100;
nstreams;1;
report_folder;.;
report_type;no_counters;
shape;input_ids[1,?],attention_mask[1,?],token_type_ids[1,?];

Configuration setup;
benchmark mode;full;
topology;torch-jit-export;
target device;GPU.1;
API;async;
precision;undefined;
batch size;1;
number of iterations;100;
number of parallel infer requests;1;
duration (ms);0;
number of GPU.1 streams;1;

Execution results;
read model time (ms);48.971891;
reshape model time (ms);5.462275;
compile model time (ms);408.622367;
first inference time (ms);73.353875;
total execution time (ms);1852.416488;
total number of iterations;100;
Median latency (ms);18.310586;
Percentile boundary;50;
Average latency (ms);18.133288;
Min latency (ms);8.322076;
Max latency (ms);52.507525;
throughput;53.983540;

